date,daily_pi,pi_smooth,residual,event_type,step_magnitude,meter
2020-06-29,8.4086,4.1113,4.2973,step_change_down,-4.5401,solar.bun_sw#realenergyintotheload#kwh
2020-07-01,8.4829,3.6425,4.8404,step_change_down,-4.6472,solar.bun_sw#realenergyintotheload#kwh
2020-07-02,0.8931,2.4901,-1.597,step_change_down,-4.6768,solar.bun_sw#realenergyintotheload#kwh
2022-10-01,2.3595,0.8355,1.524,sudden_spike,0.2798,solar.bun_sw#realenergyintotheload#kwh
2020-06-14,12.2484,6.372,5.8764,step_change_up,11.4854,solar.bun_tlc#realenergyintotheload#kwh
2020-06-15,13.1742,8.1046,5.0696,step_change_up,11.4854,solar.bun_tlc#realenergyintotheload#kwh
2020-06-17,12.5708,9.8534,2.7174,step_change_up,10.3957,solar.bun_tlc#realenergyintotheload#kwh
2020-06-18,13.1337,9.8534,3.2803,step_change_up,9.9909,solar.bun_tlc#realenergyintotheload#kwh
2020-06-19,13.703,10.0042,3.6987,step_change_up,8.7699,solar.bun_tlc#realenergyintotheload#kwh
2020-06-22,6.9115,12.4096,-5.4981,step_change_up,1.4809,solar.bun_tlc#realenergyintotheload#kwh
2020-06-25,7.7562,11.4899,-3.7338,step_change_down,-8.6552,solar.bun_tlc#realenergyintotheload#kwh
2020-06-26,7.9496,11.4899,-3.5404,step_change_down,-8.8004,solar.bun_tlc#realenergyintotheload#kwh
2020-06-28,14.1823,9.9954,4.1868,step_change_down,-9.2232,solar.bun_tlc#realenergyintotheload#kwh
2020-06-29,13.9976,8.7745,5.2231,step_change_down,-10.5614,solar.bun_tlc#realenergyintotheload#kwh
2020-06-30,10.3915,7.8529,2.5386,step_change_down,-11.6422,solar.bun_tlc#realenergyintotheload#kwh
2020-07-01,14.7264,7.8529,6.8735,step_change_down,-10.7628,solar.bun_tlc#realenergyintotheload#kwh
2020-07-02,0.7739,4.5279,-3.754,step_change_down,-10.8214,solar.bun_tlc#realenergyintotheload#kwh
2022-10-01,2.8095,0.7262,2.0833,sudden_spike,0.2854,solar.bun_tlc#realenergyintotheload#kwh
2021-02-03,2.1729,0.7019,1.4711,sudden_spike,0.1298,solar.bun_union#realenergyintotheload#kwh
2021-09-26,2.1638,0.9933,1.1705,sudden_spike,-0.0546,solar.bun_union#realenergyintotheload#kwh
2021-10-14,2.2924,1.1021,1.1903,sudden_spike,-0.3492,solar.bun_union#realenergyintotheload#kwh
2022-10-01,3.117,0.9545,2.1624,sudden_spike,0.2493,solar.bun_union#realenergyintotheload#kwh
2023-10-04,0.1425,1.3201,-1.1776,sudden_drop,-0.3781,solar.bun_union#realenergyintotheload#kwh
2024-02-05,0.1801,1.3488,-1.1686,sudden_drop,-0.1126,solar.bun_union#realenergyintotheload#kwh
2024-11-29,2.1899,0.9482,1.2417,sudden_spike,0.1885,solar.bun_union#realenergyintotheload#kwh
2020-06-14,6.5267,2.9026,3.6241,step_change_up,5.1423,solar.bun_wlt#realenergyintotheload#kwh
2020-06-15,5.4455,3.7122,1.7333,step_change_up,5.2028,solar.bun_wlt#realenergyintotheload#kwh
2020-06-18,6.535,4.3672,2.1678,step_change_up,4.4464,solar.bun_wlt#realenergyintotheload#kwh
2020-06-19,6.3918,4.448,1.9438,step_change_up,4.355,solar.bun_wlt#realenergyintotheload#kwh
2020-06-22,3.203,5.506,-2.3031,sudden_drop,0.8582,solar.bun_wlt#realenergyintotheload#kwh
2020-06-25,3.2458,5.2043,-1.9585,step_change_down,-2.8988,solar.bun_wlt#realenergyintotheload#kwh
2020-06-28,6.6105,4.448,2.1625,step_change_down,-3.4158,solar.bun_wlt#realenergyintotheload#kwh
2020-06-29,6.6144,4.3566,2.2578,step_change_down,-4.0397,solar.bun_wlt#realenergyintotheload#kwh
2020-07-01,6.8715,3.7608,3.1107,step_change_down,-4.3238,solar.bun_wlt#realenergyintotheload#kwh
2021-02-03,2.4526,0.812,1.6405,sudden_spike,0.1522,solar.bun_wlt#realenergyintotheload#kwh
2021-11-29,2.4759,0.8381,1.6379,sudden_spike,0.1317,solar.bun_wlt#realenergyintotheload#kwh
