date,Soiling,RapidFault,ModelDrift,HS,HR,GAP,Lost_kWh,ActEnergy,SimEnergy
2025-10-12,True,True,True,0.0,0.0,-0.31876865,205.46059016,0.0,205.46059016
2025-10-13,True,True,True,0.0,0.0,2.0160174999999985,380.944799353,0.0,380.944799353
2025-10-14,True,True,True,0.0,0.0,1.1904700000000012,361.42535683,0.0,361.42535683
2025-10-15,True,True,True,0.0,0.0,1.8752390000000005,406.64900791,0.0,406.64900791
2025-10-16,True,True,True,0.0,0.0,1.4299117499999996,338.929701047,0.0,338.929701047
2025-10-17,True,True,True,0.0,0.0,0.7381862499999994,278.19893665,0.0,278.19893665
2025-10-18,True,True,True,0.0,0.0,1.6425719999999995,389.15640213,0.0,389.15640213
2025-10-19,True,True,True,0.0,0.0,0.0498485035,140.647222386,0.0,140.647222386
2025-10-20,True,True,True,0.0,0.0,-0.24965469999999979,153.74900946,0.0,153.74900946
2025-10-21,True,True,True,0.0,0.0,0.2677888,254.015227321,0.0,254.015227321
2025-10-22,True,True,True,0.0,0.0,0.030177647499999998,223.644057322,0.0,223.644057322
2025-10-23,True,True,True,0.0,0.0,-0.5121186550000001,274.26214678,0.0,274.26214678
2025-10-24,True,True,True,0.0,0.0,0.4350639000000003,330.58013445299997,0.0,330.58013445299997
2025-10-25,True,True,True,0.0,0.0,0.48728899999999964,256.39564785,0.0,256.39564785
2025-10-26,True,True,True,0.0,0.0,0.34863799999999934,193.33353825999998,0.0,193.33353825999998
